bairro,ano,pct_area_dominacao_ada,pct_area_dominacao_cv,pct_area_dominacao_milicia,pct_area_dominacao_tcp
Santíssimo,2024,0,0,13.227847,1.528924
Saúde,2019,0,0,2.171159,0
Saúde,2020,0,0,2.171159,0
Saúde,2021,0,0,2.171159,0
Saúde,2022,0,0,2.171159,0
Saúde,2023,0,0,2.171159,0
Saúde,2024,0,0,0,0
Senador Camará,2019,0.42478293478098467,1.0259727218374122,0.26524669225908204,13.885328702470453
Senador Camará,2020,0.42478293478098467,1.0259727218374122,0.26524669225908204,13.885328702470453
Senador Camará,2021,0.3025620354775461,1.0259727218374122,0.26524669225908204,14.00754960177389
Senador Camará,2022,0.3025620354775461,1.0259727218374122,0.08495168014165631,14.23018060974774
Senador Camará,2023,0.3025620354775461,1.0259727218374122,0.08495168014165631,14.23018060974774
Senador Camará,2024,0.3025620354775461,1.0259727218374122,0.04261568428523567,14.23018060974774
Senador Vasconcelos,2019,0,0,21.99024,0
Senador Vasconcelos,2020,0,0,21.906211,0
Senador Vasconcelos,2021,0,0,21.830805,0
Senador Vasconcelos,2022,0,0,17.194011,0
Senador Vasconcelos,2023,0,0,10.557168,0
Senador Vasconcelos,2024,0,0,11.913715000000002,0
Sepetiba,2019,0,0,68.052785,0
Sepetiba,2020,0,0,62.483633000000005,0
Sepetiba,2021,0,0,52.134245,0
Sepetiba,2022,0,0,62.766867,0
Sepetiba,2023,0,0,51.339361999999994,0
Sepetiba,2024,0,0,42.320842,0
São Conrado,2019,0.510618,6.303489,0,0
São Conrado,2020,0.310895,6.503212,0,0
São Conrado,2021,0.310895,6.503212,0,0
São Conrado,2022,0.310895,6.503212,0,0
São Conrado,2023,0.310895,6.503212,0,0
São Conrado,2024,0.310895,6.503212,0,0
São Cristóvão,2019,0,0,0,0
São Cristóvão,2020,0,0,0,0
São Cristóvão,2021,0,0,0,0
São Cristóvão,2022,0,0,0,0
São Cristóvão,2023,0,0,0,0
São Cristóvão,2024,0,0,0,0
São Francisco Xavier,2019,0,1.316514,0,0
São Francisco Xavier,2020,0,1.316514,0,0
São Francisco Xavier,2021,0,1.316514,0,0
São Francisco Xavier,2022,0,1.316514,0,0
São Francisco Xavier,2023,0,1.316514,0,0
São Francisco Xavier,2024,0,1.316514,0,0
Tanque,2019,0,0.0017,56.87040999999999,0
Tanque,2020,0,0,57.671807,0
Tanque,2021,0,0,56.511921,0
Tanque,2022,0,0,49.76834900000001,0
Tanque,2023,0,1.022741,36.399113,0
Tanque,2024,0,4.466674,25.889467,0
Taquara,2019,0,1.270482,58.099284,0
Taquara,2020,0,1.270482,56.592712,0
Taquara,2021,0,1.270482,53.141451000000004,0
Taquara,2022,0,1.270482,52.341696,0
Taquara,2023,0,1.328982,53.969473,0
Taquara,2024,0,2.813914,49.917243,0
Tauá,2019,0.005589,0,2.993182,14.619782
Tauá,2020,0.005589,0,2.993182,14.619782
Tauá,2021,0.005589,0,2.993182,14.619782
Tauá,2022,0.005589,0,10.460134,7.15283
Tauá,2023,0.005589,0,10.375221,7.15283
Tauá,2024,0.005589,0,2.9082680000000005,14.619782
Tijuca,2019,0.191018,7.336107,0,0.846112
Tijuca,2020,0.191018,7.336107,0,0.846112
Tijuca,2021,0.191018,7.271475,6.661543,0.910744
Tijuca,2022,0.191018,7.270495,6.661543,0.910744
Tijuca,2023,0.191018,4.500936,0,4.303398
Tijuca,2024,0.191018,4.500936,0,4.303398
Todos os Santos,2019,0,0,9.413094,0
Todos os Santos,2020,0,0,9.423142,0
Todos os Santos,2021,0,0,9.423142,0
Todos os Santos,2022,0,0,9.413094,0
Todos os Santos,2023,0,0,9.413094,0
Todos os Santos,2024,0,0,1.401707,0
Tomás Coelho,2019,6.595944,5.712053,0,3.0527979999999997
Tomás Coelho,2020,2.753635,5.742601,0,6.864558999999999
Tomás Coelho,2021,2.753635,5.742601,0,13.649223
Tomás Coelho,2022,2.387398,4.93014,1.178698,13.649223
Tomás Coelho,2023,2.387398,4.93014,1.178698,13.649223
Tomás Coelho,2024,1.418863,5.898675,1.178698,13.649223
Turiaçú,2019,0,30.567959,0.213701,0
Turiaçú,2020,0,30.544477,0.213701,0
Turiaçú,2021,0,31.407773,0.213701,0
Turiaçú,2022,0,31.407773,0.213701,0
Turiaçú,2023,0,34.536473,0,0
Turiaçú,2024,0,33.782342,0,0
Urca,2019,0,0,0,0
Urca,2020,0,0,0,0
Urca,2021,0,0,0,0
Urca,2022,0,0,0,0
Urca,2023,0,0,0,0
Urca,2024,0,0,0,0
Vargem Grande,2019,0,0,13.931013000000002,0
Vargem Grande,2020,0,0,15.029754999999998,0
Vargem Grande,2021,0,0,16.037934,0
Vargem Grande,2022,0,0,16.630378,0
Vargem Grande,2023,0,0,16.037934,0
Vargem Grande,2024,0,0,16.630378,0
Vargem Pequena,2019,0,0,19.922122,0
Vargem Pequena,2020,0,0,24.46356,0
Vargem Pequena,2021,0,0,24.46356,0
Vargem Pequena,2022,0,0,22.870266,0
Vargem Pequena,2023,0,0,23.287425,0
Vargem Pequena,2024,0,0.002128,17.755058,0
Vasco da Gama,2019,0,12.494865,0,0
Vasco da Gama,2020,0,12.494865,0,0
Vasco da Gama,2021,0,12.494865,0,0
Vasco da Gama,2022,0,12.494865,0,0
Vasco da Gama,2023,0,12.494865,0,0
Vasco da Gama,2024,0,12.494865,0,0
Vaz Lobo,2019,0,2.842154,5.516111,10.651402
Vaz Lobo,2020,0,2.842154,5.516111,10.651402
Vaz Lobo,2021,0,2.842154,5.516111,10.651402
Vaz Lobo,2022,0,2.842154,0.432827,10.651402
Vaz Lobo,2023,0,2.842154,0,10.651402
Vaz Lobo,2024,0,2.842154,5.083284,10.651402
Vicente de Carvalho,2019,0,38.840474,0.004539,0.00732699999999999
Vicente de Carvalho,2020,0,38.840474,0.004539,0.00732699999999999
Vicente de Carvalho,2021,0,38.840474,0.004539,0.00732699999999999
Vicente de Carvalho,2022,0,39.025212,0.004539,0.00732699999999999
Vicente de Carvalho,2023,0,39.025212,0,0.00732699999999999
Vicente de Carvalho,2024,0,39.025212,0,0.00732699999999999
Vidigal,2019,1.5474820000000002,13.778200999999996,0,0
Vidigal,2020,1.5474820000000002,13.778200999999996,0,0
Vidigal,2021,1.5474820000000002,13.778200999999996,0,0
Vidigal,2022,1.5474820000000002,13.778200999999996,0,0
Vidigal,2023,1.5474820000000002,13.778200999999996,0,0
Vidigal,2024,1.5474820000000002,13.778200999999996,0,0
Vigário Geral,2019,0,9.57907,0,4.390241
Vigário Geral,2020,0,9.57907,0.005505,4.390241
Vigário Geral,2021,0,9.57907,0.005505,4.390241
Vigário Geral,2022,0,9.57907,0,4.390241
Vigário Geral,2023,0,9.57907,0,4.390241
Vigário Geral,2024,0,9.57907,0.005505,4.390241
Vila Isabel,2019,8.337424,0,0,0
Vila Isabel,2020,8.337424,0,0,0
Vila Isabel,2021,8.337424,0,0,0
Vila Isabel,2022,8.337424,0,0,0
Vila Isabel,2023,8.337424,0,0,0
Vila Isabel,2024,8.337424,0,0,0
Vila Kosmos,2019,0,45.089883,13.218031,0
Vila Kosmos,2020,0,47.257684,13.218031,0
Vila Kosmos,2021,0,48.10607,13.218031,0
Vila Kosmos,2022,0,61.698837,13.218031,0
Vila Kosmos,2023,0,74.916869,0,0
Vila Kosmos,2024,0,74.916869,0,0
Vila Militar,2019,0,0,3.747227,0
Vila Militar,2020,0,0,3.747227,0
Vila Militar,2021,0,0,3.747227,0
Vila Militar,2022,0,0,3.747227,0
Vila Militar,2023,0,0,3.747227,0
Vila Militar,2024,0,0,3.747227,0
Vila Valqueire,2019,0,0,30.862582,0
Vila Valqueire,2020,0,0,30.862582,0
Vila Valqueire,2021,0,0,30.863482,0
Vila Valqueire,2022,0,0,30.863482,0
Vila Valqueire,2023,0,0,30.862582,0
Vila Valqueire,2024,0,2.913195,2.594591,0
Vila da Penha,2019,0,1.32e-4,2.268852,0
Vila da Penha,2020,0,1.32e-4,4.736562,0
Vila da Penha,2021,0,1.32e-4,2.268852,0
Vila da Penha,2022,0,5.06e-4,5.22661,0
Vila da Penha,2023,0,2.269358,0,0
Vila da Penha,2024,0,2.269358,0,0
Vista Alegre,2019,0,0.346954,0.004245,0
Vista Alegre,2020,0,0.346954,0,0
Vista Alegre,2021,0,0.346954,0,0
Vista Alegre,2022,0,0.346954,0.004245,0
Vista Alegre,2023,0,0.346954,0,0
Vista Alegre,2024,0,0.346954,0,0
Zumbi,2019,0,0,0,0
Zumbi,2020,0,0,0,0
Zumbi,2021,0,0,0,0
Zumbi,2022,0,0,0,0
Zumbi,2023,0,0,0,0
Zumbi,2024,0,0,0,0
Água Santa,2019,0,0.363822,15.337779,0
Água Santa,2020,0,0.363822,4.871131,0
Água Santa,2021,0,0.363822,7.682472,0
Água Santa,2022,0,0.363822,2.853545,0
Água Santa,2023,0,0.363822,2.855308,0
Água Santa,2024,0,0.363822,2.853545,0
