"bairro";"ano";"n_mvi";"bairro_id";"periodo";"pct_area_dominacao_ada";"pct_area_dominacao_cv";"pct_area_dominacao_milicia";"pct_area_dominacao_tcp";"ips_2022_agua_saneamento";"ips_2022_pessoas_vivendo_em_favelas_nao_urbanizadas";"censo_2010_populacao_total";"censo_2010_rendimento_domiciliar_medio_brl";"fc_total_tiroteios";"fc_acao_policial"
"Tauá";"2024";"3";"4";"6";"0,005589000000000";"0,00000000000000";"2,9082680000000005";"14,61978200000000072";"92,2521242943769";"0,0798";"29567";"2310,23";"6";"2"
"Portuguesa";"2019";"1";"5";"1";"0,000000000000000";"0,00000000000000";"0,0000000000000000";"16,01495200000000096";"96,9027287915397";"0,0000";"23856";"3567,57";"4";"2"
"Portuguesa";"2020";"0";"5";"2";"0,000000000000000";"0,00000000000000";"0,0000000000000000";"16,01495200000000096";"96,9027287915397";"0,0000";"23856";"3567,57";"3";"0"
"Portuguesa";"2021";"6";"5";"3";"0,000000000000000";"0,00000000000000";"0,0000000000000000";"16,01495200000000096";"96,9027287915397";"0,0000";"23856";"3567,57";"1";"0"
"Portuguesa";"2022";"7";"5";"4";"0,000000000000000";"0,00000000000000";"0,0000000000000000";"16,01495200000000096";"96,9027287915397";"0,0000";"23856";"3567,57";"2";"1"
"Portuguesa";"2023";"3";"5";"5";"0,000000000000000";"0,00000000000000";"0,0000000000000000";"16,01495200000000096";"96,9027287915397";"0,0000";"23856";"3567,57";"1";"1"
"Portuguesa";"2024";"2";"5";"6";"0,000000000000000";"0,00000000000000";"0,0000000000000000";"16,01495200000000096";"96,9027287915397";"0,0000";"23856";"3567,57";"0";"0"
"Moneró";"2019";"1";"6";"1";"0,000000000000000";"0,00000000000000";"0,0000000000000000";"0,00000000000000000";"86,0053673635453";"0,0000";"6476";"5068,63";"1";"0"
"Moneró";"2020";"0";"6";"2";"0,000000000000000";"0,00000000000000";"0,0000000000000000";"0,00000000000000000";"86,0053673635453";"0,0000";"6476";"5068,63";"0";"0"
"Moneró";"2021";"0";"6";"3";"0,000000000000000";"0,00000000000000";"0,0000000000000000";"0,00000000000000000";"86,0053673635453";"0,0000";"6476";"5068,63";"0";"0"
"Moneró";"2022";"0";"6";"4";"0,000000000000000";"0,00000000000000";"0,0000000000000000";"0,00000000000000000";"86,0053673635453";"0,0000";"6476";"5068,63";"0";"0"
"Moneró";"2023";"1";"6";"5";"0,000000000000000";"0,00000000000000";"0,0000000000000000";"0,00000000000000000";"86,0053673635453";"0,0000";"6476";"5068,63";"0";"0"
"Moneró";"2024";"1";"6";"6";"0,000000000000000";"0,00000000000000";"0,0000000000000000";"0,00000000000000000";"86,0053673635453";"0,0000";"6476";"5068,63";"0";"0"
"Vigário Geral";"2019";"9";"7";"1";"0,000000000000000";"9,57907000000000";"0,0000000000000000";"4,39024099999999962";"88,2756583355632";"0,2709";"41820";"1420,75";"21";"6"
"Vigário Geral";"2020";"9";"7";"2";"0,000000000000000";"9,57907000000000";"0,0055050000000000";"4,39024099999999962";"88,2756583355632";"0,2709";"41820";"1420,75";"17";"5"
"Vigário Geral";"2021";"7";"7";"3";"0,000000000000000";"9,57907000000000";"0,0055050000000000";"4,39024099999999962";"88,2756583355632";"0,2709";"41820";"1420,75";"16";"7"
"Vigário Geral";"2022";"6";"7";"4";"0,000000000000000";"9,57907000000000";"0,0000000000000000";"4,39024099999999962";"88,2756583355632";"0,2709";"41820";"1420,75";"23";"11"
"Vigário Geral";"2023";"7";"7";"5";"0,000000000000000";"9,57907000000000";"0,0000000000000000";"4,39024099999999962";"88,2756583355632";"0,2709";"41820";"1420,75";"17";"7"
"Vigário Geral";"2024";"3";"7";"6";"0,000000000000000";"9,57907000000000";"0,0055050000000000";"4,39024099999999962";"88,2756583355632";"0,2709";"41820";"1420,75";"8";"6"
"Cocotá";"2019";"0";"8";"1";"0,000000000000000";"0,00000000000000";"51,3590540000000004";"0,02409000000000000";"94,7889852033143";"0,0734";"4877";"3698,42";"4";"0"
"Cocotá";"2020";"3";"8";"2";"0,000000000000000";"0,00000000000000";"51,3590540000000004";"0,02409000000000000";"94,7889852033143";"0,0734";"4877";"3698,42";"0";"0"
"Cocotá";"2021";"0";"8";"3";"0,000000000000000";"0,00000000000000";"51,3590540000000004";"0,02409000000000000";"94,7889852033143";"0,0734";"4877";"3698,42";"3";"0"
"Cocotá";"2022";"1";"8";"4";"0,000000000000000";"0,00000000000000";"51,3831450000000061";"0,00000000000000000";"94,7889852033143";"0,0734";"4877";"3698,42";"0";"0"
"Cocotá";"2023";"0";"8";"5";"0,000000000000000";"0,00000000000000";"0,0240900000000000";"0,00000000000000000";"94,7889852033143";"0,0734";"4877";"3698,42";"1";"1"
"Cocotá";"2024";"2";"8";"6";"0,000000000000000";"0,00000000000000";"0,0000000000000000";"0,02409000000000000";"94,7889852033143";"0,0734";"4877";"3698,42";"0";"0"
"Jardim América";"2019";"9";"9";"1";"0,000000000000000";"10,50335200000000";"0,0000000000000000";"0,00000000000000000";"97,4373564756673";"0,0369";"25226";"1996,71";"12";"2"
"Jardim América";"2020";"6";"9";"2";"0,000000000000000";"10,50335200000000";"0,0000000000000000";"0,00000000000000000";"97,4373564756673";"0,0369";"25226";"1996,71";"10";"1"
"Jardim América";"2021";"8";"9";"3";"0,000000000000000";"10,50335200000000";"0,0000000000000000";"0,00000000000000000";"97,4373564756673";"0,0369";"25226";"1996,71";"13";"6"
"Jardim América";"2022";"7";"9";"4";"0,000000000000000";"10,50335200000000";"0,0000000000000000";"0,00000000000000000";"97,4373564756673";"0,0369";"25226";"1996,71";"8";"2"
"Jardim América";"2023";"1";"9";"5";"0,000000000000000";"10,50335200000000";"0,0000000000000000";"0,00000000000000000";"97,4373564756673";"0,0369";"25226";"1996,71";"7";"6"
"Jardim América";"2024";"0";"9";"6";"0,000000000000000";"10,50335200000000";"0,0000000000000000";"0,00000000000000000";"97,4373564756673";"0,0369";"25226";"1996,71";"3";"1"
"Jardim Carioca";"2019";"8";"10";"1";"0,000000000000000";"0,00000000000000";"1,4073500000000001";"7,83185800000000043";"93,3859672782920";"0,0033";"24848";"2679,69";"14";"8"
"Jardim Carioca";"2020";"1";"10";"2";"0,000000000000000";"0,00000000000000";"1,4073500000000001";"7,83185800000000043";"93,3859672782920";"0,0033";"24848";"2679,69";"13";"6"
"Jardim Carioca";"2021";"1";"10";"3";"0,000000000000000";"0,00000000000000";"1,4073500000000001";"7,83185800000000043";"93,3859672782920";"0,0033";"24848";"2679,69";"10";"1"
"Jardim Carioca";"2022";"0";"10";"4";"0,000000000000000";"0,00000000000000";"1,4147390000000000";"7,82446899999999967";"93,3859672782920";"0,0033";"24848";"2679,69";"13";"3"
